deu	yid
Geschäft	קראָם
Laden	קראָם
Geschmack	טעם
Geschmack	געשמאַק
Geschmackssinn	טעם
Geschmackssinn	געשמאַק
geschmackvoll	געשמאַק
geschmackvoll	באַטעמט
köstlich	געשמאַק
köstlich	באַטעמט
lecker	געשמאַק
lecker	באַטעמט
schmackhaft	געשמאַק
schmackhaft	באַטעמט
Geselle	לערנייִנגל
Gesundheit	געזונט
Gewinn	פּראָפֿיט
Gewinn	רווח
Profit	פּראָפֿיט
Profit	רווח
Ghana	גהאנע
Gilbhart	אָקטאָבער
Oktober	אָקטאָבער
Gilbhart	אָקטאָבער
Glas	גלאָז
Glück	גליק
Glücklichkeit	גליק
Glückwunsch	מזל טובֿ
herzlichen Glückwunsch	מזל טובֿ
gnadenlos	פֿאַרשטיינערט
gnadenlos	פֿאַרשטיינערן
Gorilla	גאָרילע
Götter	גאָט
Gott -es	גאָט
Göttin	געטין
Grammatik	גראַמאַטיק
Grammatik	גראמאטיק
Sprachlehre	גראַמאַטיק
Sprachlehre	גראמאטיק
Grammatikbuch	גראַמאַטיק
Grammatikbuch	גראמאטיק
Grammatikerin	גראַמאַטיק
Grammatikerin	גראמאטיק
Griechenland	גריכנלאַנד
groß	גרויס
groß	פֿאַרנעמיק
groß	גרױס
Großvater	זיידע
Opa	זיידע
Großvater	זיידע
Opa	זיידע
grün	גרין
Guinea	גינע
Guinea-Bissau	גינע־ביסאַו
Gummi	מעקער
Radierer	מעקער
Radiergummi	מעקער
Guyana	גויאנע
Haarwaschmittel	שאַמפּו
Schampon	שאַמפּו
Shampoo	שאַמפּו
Schampun	שאַמפּו
Schampu	שאַמפּו
Habe	האָב
Habe	האָב־און־גוטס
Habseligkeiten	האָב
Habseligkeiten	האָב־און־גוטס
Hafnium	האַפֿניום
Hakenkreuz	האַקנקרייץ
halten	האַלטן
hängen	הענגען
Hartung	יאַנואַר
Jänner	יאַנואַר
Januar	יאַנואַר
Hase	האָז
Hauptwort	סובסטאַנטיוו
Nomen	סובסטאַנטיוו
Substantiv	סובסטאַנטיוו
Hebamme	אַקושערקע
Hebamme	הייבאַם
Heft	העפֿט
Helm	קאַסקע
heute	הײַנט
heute	הײַנט
heutzutage	הײַנט
Hinde	הינד
Hirschkuh	הינד
weiblicher Hirsch	הינד
Hinduismus	הינדויסם
Höhle	הייל
Parteispaltung	הייל
hölzern	הילצערן
Holz-	הילצערן
Honigmelone	מעלאָן
Melone	מעלאָן
Hosenträger	שלייקעס
Hütte	כאַטע
Hypnose	היפנאזיע
Hypotenuse	היפאטענוז
Igel	שטעכלער
Igel	יאָזש
Illinois	אילינויעס
Impfung	װאַקצינאַציע
Schutzimpfung	װאַקצינאַציע
Vakzination	װאַקצינאַציע
Vakzinierung	װאַקצינאַציע
Indien	אינדיע
Indien	אינדיע
Indium	אינדיום
Ingwer	ינגבער
intelligent	חכם
Ion	יאָן
Irak	איראק
Isaak	יצחק אבינו
Island	איסלאַנד
ja	ָיא
Jahr	יאָר
Jahrhundert	יאָרהונדערט
Jod	יאָד
Joghurt	יאגארט
Jugend	יונגוואַרג
jung	יונג
jung	יונג
Juni	יוני
Jupiter	יופּיטער
Kaffee	kave
Kakao	קאַקאַאָ
Kakao	קאַקאַאָ
Kakerlak	טאַראַקאַן
Kakerlak	פּרײַס
Kakerlake	טאַראַקאַן
Kakerlake	פּרײַס
Schabe	טאַראַקאַן
Schabe	פּרײַס
Kalk	קאַלכשטײן
Kalkstein	קאַלכשטײן
Kamel	קעמל
Kamel	קעמל
Kamm	קאַם
Kanada	קאַנאַדע
Kanada	קאַנאַדע
Kanzler	פּרעמיער
Ministerpräsident	פּרעמיער
Premierminister	פּרעמיער
Karl Marx	קארל מארקס
kaufen	קויפֿן
kennen	קענען
Kerl	מאַנצביל
Kerl	מאַנספּאַרשױן
Mann	מאַנצביל
Mann	מאַנספּאַרשױן
Girlfriend	מאַנצביל
Girlfriend	מאַנספּאַרשױן
Kerze	ליכט
Licht	ליכט
Kiefer	סאָסנע
Kind	קינד
Kissen	קישן
Kopfkissen	קישן
Ruhekissen	קישן
Klamotten	אָנטאָן
Kleidung	אָנטאָן
Kleid	קלייד
Knete	געלט
Währung	געלט
Pinkepinke	געלט
Moneten	געלט
Piepen	געלט
Penunse	געלט
kneten	קנעטן
Knie	קני
Kohle	קױל
Koje	באַנקבעטל
Konto	קאָנטע
Korridor	קאָרידאָר
Kraftlosigkeit	שוואַכקייט
Kraftlosigkeit	שלאַפֿקייט
Kraftlosigkeit	מיחוש
Schwäche	שוואַכקייט
Schwäche	שלאַפֿקייט
Schwäche	מיחוש
Krankenwagen	אַמבולאַנס
Rettungswagen	אַמבולאַנס
Krawatte	קראַוואַט
Schlips	קראַוואַט
Krebs	rak
Krebs	עמעסע מעשׂה
Krebs	ראַק
Krebs	יענע מעשׂה
Krieg	קריג
Kroatien	קראָאַטיע
Krokodil	קראָקאָדיל
krönen	קריינען
Kunst	קונסט
künstlerisch	קינסטלעריש
kursieren	קורסירן
küssen	קושן
Lager	לאַגער
langsam	פּאַמעלעך
leben	וווינען
verbleiben	וווינען
lebendig	שלאָגיק
lebendig	זשוואַווע
lebhaft	שלאָגיק
lebhaft	זשוואַווע
leck mich am Arsch	קיש מיר אין תּחת
Lehm	ליים
Ton	ליים
Leu	לייב
Löwe	לייב
Löwin	לייב
Löwchen	לייב
Löwenjunges	לייב
Löwenbaby	לייב
Löwenmännchen	לייב
Löwlein	לייב
Löwenweibchen	לייב
Lexikon	װערטער־אוצר
Lexikon	װאָקאַבולאַר
Libanon	לבנון
Libido	ליבידא
Lid	אויגן לאד
lieben	ליב האָבן
lieben	ליבן
Liechtenstein	ליכטנשטיין
liefern	איבערגעבן
Linse	לינזן
Literatur	ליטעראַטור
locken	פֿאַרכאַפּן
locken	אַרײַננאַרן
locken	פֿאַרנאַרן
verführen	פֿאַרכאַפּן
verführen	אַרײַננאַרן
verführen	פֿאַרנאַרן
verlocken	פֿאַרכאַפּן
verlocken	אַרײַננאַרן
verlocken	פֿאַרנאַרן
Löffel	לעפֿל
Los Angeles	לאָס־אַנדזשעלעס
löten	לײטן
verlöten	לײטן
Löwe	לייב
Lutetium	לוטעציום
mähen	בעטשען
meckern	בעטשען
blöken	בעטשען
Mähmaschine	גראָז־שנײַדער
Malaysia	מאַלייזיע
Marokko	מאַראקא
Mathematik	מאַטעמאַטיק
Mathematik	מאַטעמאַטיק
Mathematik	מאַטעמאַטיק
Matrose	שיפֿער
Matrose	שיפֿערין
Seemann	שיפֿער
Seemann	שיפֿערין
Maus	מויז
Meer	ים
Ozean	ים
See	ים
Meile	מייל
Mensch	מענטש
Menſch	מענטש
Menschenrechte	מענטשן רעכט
Meteorologie	מעטעאָראָלאָגיע
Metro	אונטערבאַן
Metro	סאָבװײ
Metro	מעטראָ
U-Bahn	אונטערבאַן
U-Bahn	סאָבװײ
U-Bahn	מעטראָ
Untergrundbahn	אונטערבאַן
Untergrundbahn	סאָבװײ
Untergrundbahn	מעטראָ
Migräne	מיגרען
Hemikranie	מיגרען
Milch	מילך
militärisch	מיליטעריש
soldatisch	מיליטעריש
Minsk	מינסק
Minute	מינוט
Mitte	צענטער
Mittelpunkt	צענטער
Zentrum	צענטער
Mittwoch	מיטוואָך
Mittwoch	מיטװאָך
Möglichkeit	מעגלעכקייט
Möglichkeit	מיגלעכקייט
Molekül	מאָלעקול
Mönchtum	מאנאך
Montserrat	מאנטסעראַט
Mosambik	מאזאַמביק
Musical	מוזיקאַלישער ספּעקטאַקל
Musical	מיוזיקל
Singspiel	מוזיקאַלישער ספּעקטאַקל
Singspiel	מיוזיקל
Musik	מוזיק
müssen	מוזן
mutig	העלדיש
tapfer	העלדיש
Mythos	מיטאָס
Nacht	נאַכט
nähen	אָננײען
nähen	אױפֿנײען
Name	נאָמען
Narrheit	משוגעת
Verdrehtheit	משוגעת
Nase	נאָז
Natur	נאַטור
Natur	טבֿע
Neodym	נעאָדימיום
Neptun	נעפּטון
Neuseeland	ניו זילאנד
New York	ניו־יאָרק
New York City	ניו־יאָרק
die Stadt New York	ניו־יאָרק
nie	קיין מאָל
niemals	קיין מאָל
Niger	ניזשער
Nordamerika	צפון אמעריקע
Nordsee	צפון ים
Notar	נאָטאַר
November	נאָוועמבער
nüchtern	ניכטער
Nummer	נומער
Nummer	צאָל
Zahl	צאָל
Odessa	אַדעס
Ohnmacht	חלשות
Ohnmacht	אָנמאַכט
Ohnmachtsanfall	חלשות
Ohnmachtsanfall	אָנמאַכט
Ökonomie	עקאנאמיק
Volkswirtschaft	עקאנאמיק
Wirtschaftswissenschaft	עקאנאמיק
Ökonomik	עקאנאמיק
Nationalökonomie	עקאנאמיק
Geschäftswesen	עקאנאמיק
Wirtschaftslehre	עקאנאמיק
Betriebslehre	עקאנאמיק
Oktober	אקטאבער
Oortsche Wolke	אָרט װאָלקן
Oortſche Wolke	אָרט װאָלקן
Orakel	אָראַקל
Orgasmus	ארגאזם
sexueller Höhepunkt	ארגאזם
Klimax	ארגאזם
Österreich	עסטרײַך
Paar	פּאָר
Pakistan	פּאַקיסטאַן
Panzer	פּאַנצער
Papagei	פּאָפּוגײַ
Papst	פּויפּסט
Papst	פּויפּס
Päpstin	פּויפּסט
Päpstin	פּויפּס
Papua-Neuguinea	פּאַפּואַ נײַ גינע
Paradeiser	פּאָמידאָר
Paradeiser	טאָמאַט
Tomate	פּאָמידאָר
Tomate	טאָמאַט
Paradeisapfel	פּאָמידאָר
Paradeisapfel	טאָמאַט
Paraguay	פאראגוויי
Peitsche	beish
Penis	פּעניס
Penis	מענלעכער אבֿר
Pentagon	פענטעגאן
Person	ייִד
Person	פּאַרשוין
Person	פּערזאָן
Pfannkuchen	בלינצע
Pfirsich	פֿערשקע
Pfirſich	פֿערשקע
Pfirsich	פֿערשקע
Pfote	לאַפּע
Philippinen	פיליפינען
pikant	שאַרף
scharf	שאַרף
Pilger	עולה
Pilger	פּילגרים
Wallfahrer	עולה
Wallfahrer	פּילגרים
Pilz	שוועמל
Plünderer	רױבער
Plünderer	ראַבירער
Plünderer	באַפֿאַלער
Räuber	רױבער
Räuber	ראַבירער
Räuber	באַפֿאַלער
Politik	פּאָליטיק
Polonium	פּאָלאָניום
Polynesien	פּאלינעזיע
portugiesisch	פּאָרטוגייזיש
Prag	פּראָג
Präsident	פרעזידענט
Prinzip	עיקר
Prinzip	פּרינציפ
Professor	פּראָפֿעסאָר
Professorin	פּראָפֿעסאָר
Prostitution	זנות
Prostitution	פּראָסטיטוציע
Pseudonym	פּסעוודאָנים
Puerto Rico	פּארטא־ריקא
Pumpe	פּלומפּ
Pumpe	פּאָמפּע
putzen	וואַשן
waschen	וואַשן
Pyjama	פּיזשאַמעס
Schlafanzug	פּיזשאַמעס
Pythagoras	פיטאגאראס
Quitte	אײַװע
Rad	ראָד
Radio	ראַדיאָ
Radioapparat	ראַדיאָ
Rauch	רויך
Recherche	זוכונג
Suche	זוכונג
Suchen	זוכונג
redigieren	רעדאַקטירן
reformieren	רעפֿאָרמירן
Regenbogen	רעגען־בויגן
Region	ראיאן
Reis	רײַז
Religion	רעליגיע
Republik Lettland	רעפובליק פון לעטלאנד
retten	ראַטעוון
retten	מציל זײַן
Richter	ריכטער
rosa	ראָז
Rückspiegel	שפּיגל
Spiegel	שפּיגל
Seitenspiegel	שפּיגל
Ruder	װעסלע
Rührei	פּרעזשעניצע
Rumänien	ראמעניע
Saite	שטריקל
Schnur	שטריקל
Salat	סאַלאַט
Sambia	זאַמביע
Samowar	סאַמאָוואַר
Samstag	שבת
Sonnabend	שבת
Sand	זאַמד
Sauerkohl	זויערקרויט
Sauerkraut	זויערקרויט
Schachbrett	שאָכברעט
Schädel	שאַרבן
Kranium	שאַרבן
scheinen	אויסזען
Scheiße	קורוואַ
scherzen	וויצלען זיך
scherzen	חכמהן
scherzen	שפּאַסן
Schildkröte	טשערעפּאַכע
schlagen	געבן
schlagen	טאָן געבן אַ קלאַפּ
schlagen	אַ האַק טאָן
schleppen	שלעפּן
Schlepper	טאַגבאָוט
Schlüssel	שליסל
Schnauze	פּיסק
schön	שיין
Schreibmaschine	שרײַבמאַשין
Schuh	שיך
Schuh	שיך
Schuldspruch	זאַץ
Verurteilung	זאַץ
Schüler	שולקינד
Schüler	שילער
Schwanz	שמאָק
Schwanz	פּוץ
Schwarzes Meer	שװאַרצע ים
Schweden	שוועדן
schwer	שווער
Schwiegervater	שווער
See	אָזערע
Seidel	קופֿל
Humpen	קופֿל
sein	זײַן
sein	זײַן
Selbständigkeit	אומאָפּהענגיקייט
Selbständigkeit	זעלבסטשטענדיקייַט
Unabhängigkeit	אומאָפּהענגיקייט
Unabhängigkeit	זעלבסטשטענדיקייַט
Selbstständigkeit	אומאָפּהענגיקייט
Selbstständigkeit	זעלבסטשטענדיקייַט
Senegal	סענעגאַל
September	סעפּטעמבער
September	סעפּטעמבער
Serbien	סערביע
sie	זי
siebzig	זיבעציק
Sieger	געווינער
Sieger	בר–מזל
Sieger	בעל–נצחון
Gewinner	געווינער
Gewinner	בר–מזל
Gewinner	בעל–נצחון
Sierra Leone	סיערע לעאנע
silbern	זילבער
Simbabwe	זימבאבװע
singen	זינגען
Sklaverei	שקלאַפֿערײַ
Slowakei	סלאוואַקיי
Software	פּראָגראַמוואַרג
Software	ווייכוואַרג
Soldat	סאָלדאַט
Soldat	זעלנער
Soldatin	סאָלדאַט
Soldatin	זעלנער
Bausoldat	סאָלדאַט
Bausoldat	זעלנער
sollen	זאָלן
sollen	דאַרפֿן
Sonnenbrille	זונברילן
sonnenklar	קלאָר ווי דער טאָג
Sonntag	זונטיק
Sopran	סאָפּראַן
Sowjetunion	רוסלאנד
UdSSR	רוסלאנד
Union der Sozialistischen Sowjetrepubliken	רוסלאנד
SU	רוסלאנד
Sozialismus	סאציאליזם
spät	שפּעט
stammeln	שטאַמלען
stammeln	זאַהיקען זיך
stottern	שטאַמלען
stottern	זאַהיקען זיך
Stau	פֿאָרגעענג
Stockung	פֿאָרגעענג
Verkehrsstau	פֿאָרגעענג
Stein	שטיין
Stimmung	מוט
Straße	גאַס
Studium	לימודים
Stunde	שעה
Sudeten	סודעטן
Symbol	סימבאָל
Zeichen	סימבאָל
syrisch	סיריש
Tag	טאָג
Tag	טאָג
Tag	טאָג
talmudisch	תּלמודיש
Tampon	טאַמפּאָן
Wattebausch	טאַמפּאָן
Tupfer	טאַמפּאָן
Gazebausch	טאַמפּאָן
Tango	טאנגא
Tanz	טאנץ
Tapete	שפּאַליר
Tapete	טאַפּעטן
Tasche	קעשענע
Tasche	טאַש
Taschenrechner	רעכן־מאַשין
Tastatur	קלאַוויאַטור
Teig	טייג
Teil	טייל
Teleskop	שפּאַקטיוו
Thora	תּורה
Tora	תּורה
Torah	תּורה
Tiger	טיגער
Tisch	טיש
Tiſch	טיש
Titanic	טיטאַניק
Torf	טאָרף
Totschläger	מערדער
Totschläger	הורג־נפֿשות
Töter	מערדער
Töter	הורג־נפֿשות
Tradition	מסורה
Überlieferung	מסורה
Urüberlieferung	מסורה
Tragikomödie	טראַגיקאָמעדיע
Träne	טרער
träumen	חלומען
trennen	טרענען
Tschornobyl	טשערנאבל
Türkei	טערקיי
Tuvalu	טואוואַלו
Typ	יונג
Uhr	זייגער
Ukraine	אוקראַינע
Ukraine	אוקראַינע
Umarmung	האַלדזן
Umarmung	האַלדזונג
Umgebung	סבֿיבֿה
Universum	אוניװערס
Weltall	אוניװערס
Weltraum	אוניװערס
Univerſum	אוניװערס
Unterschrift	חתימה
Unterschrift	אונטערשריפֿט
Uran	אוראַניום
Urenkel	אור־אייניקל
Uruguay	אורוגװײַ
USA	פֿאַראייניקטע שטאַטן
Vereinigte Staaten	פֿאַראייניקטע שטאַטן
Vereinigte Staaten von Amerika	פֿאַראייניקטע שטאַטן
Utopie	אוטאָפּיע
Venus	ווענוס
verachten	שעצן גרינג
nicht beachten	שעצן גרינג
Verb	װערב
Verbum	װערב
Zeitwort	װערב
Tätigkeitswort	װערב
verdienen	פֿאַרדינען
verdientermaßen	גערעכט
vermögend	השפּעהדיק
vermögend	משפּיעדיק
vermögend	אײַנפֿלוסרײַך
vermögend	װירקונגספֿול
einflußreich	השפּעהדיק
einflußreich	משפּיעדיק
einflußreich	אײַנפֿלוסרײַך
einflußreich	װירקונגספֿול
Versicherung	פֿאַרזיכערונג
Versicherung	אַסעקוראַציע
Versicherung	סטראַכירונג
Vielfalt	עשירות
Vielfalt	רײַכקייט
vierte	פֿירט
Violine	פידל
-n	פידל
vor allem	קודם־כּל
vor allem	דער עיקר
vor allem	דערעיקרשט
vor allem	צום ערשט
zuallererst	קודם־כּל
zuallererst	דער עיקר
zuallererst	דערעיקרשט
zuallererst	צום ערשט
vorlesen	זאָגן
Vorort	פֿאָרשטאָט
Vorstadt	פֿאָרשטאָט
Wahl	ברירה
warm	וואַרעם
Warschau	ווארשע
Warszawa	ווארשע
was für ein	וואָסער
was für ein	וואָס פֿאַר אַ
welcher	וואָסער
welcher	וואָס פֿאַר אַ
wie	וואָסער
wie	וואָס פֿאַר אַ
Wasser	װאַסער
Wasser	װאַסער
Wasser	װאַסער
Wasser	װאַסער
wechseln	איבערמאַכן
wechseln	איבערבײַטן
wechseln	וואַריִיִרן
Weidenbaum	ערבה
Silberweide	ערבה
Weißmetall	באַביט
Babbitmetall	באַביט
Lagermetall	באַביט
Weltkrieg	וועלט־מלחמה
werfen	וואַרפֿן
Wiederholung	איבערחזרן
Wiederholung	איבערחזרונג
Wiederholung	חזרה
Wiese	גראָזגאָרטן
Rasen	גראָזגאָרטן
Wilhelm	װֶעלװֶעל
Wille	ווילן
windig	ווינטיק
wir	מיר
wir	מיר
Wolkenkratzer	וואָלקן־קראַצער
wolkenlos	קלאָר
wollen	וועלן
wünschen	ווינטשן
Yoga	יאגא
Zahnpaste	צאָנפּאַסטע
Zange	צוואַנג
Zange	אָפּצווענגע
Zankapfel	סלע־המחלוקת
Erisapfel	סלע־המחלוקת
Zar	צאַר
Zeh	פֿינגער
Zehe	פֿינגער
Zeit	צײַט
Zeitung	צײַטונג
Zement	צעמענט
Zink	צינק
Zöllner	צאָל־באַאַמטער
Zwergplanet	קאַרליק־פּלאַנעט
Zyklon	ציקלאָן
kryptisch	misteriez
undurchschaubar	misteriez
mit einem Geheimnis umwebend	misteriez
alt	אַלט
antisemitisch	אַנטיסעמיטיש
judenfeindlich	אַנטיסעמיטיש
Barcelona	בארצעלאנע
Blau	בלוי
Eriwan	יערעוואן
Esther	אסתּר
hundertste	הונדערטסטן
krähen	קרײען
kikeriki schreien	קרײען
Mähren	מעהרען
orange	אָראַנזש
Rasierschaum	גאָלקרעם
sammeln	קלײַבן
Samson	שמשון הגיבור
Südostasien	דרום-מזרח אזיע
Südostasien	דרום־מזרח אַזיע
Wasserträger	וואַסער־טרעגער
wenig	ווייניק
Zeitzone	צײַטזאנע
Złoty	זלאָטע
Zloty	זלאָטע
Adar	אָדר
Schwitzen	שוויצן
Kopf - s	קאָפּ
Vierteldollar	קוואָדער
Entbindungsstation	קימפּעט־פּאַלאַטע
Zahn -s	צאָן
Passah	פּסח
Pessach	פּסח
Passa	פּסח
Sanhedrin	סנהדרין
J	יאָר
Jul	יולי
Czernowitz	טשערנאָוויץ
sich etw. sagen lassen	הערן
-e	דועל
Duell ''n'' -s	דועל
Goi	גוי
Zloty	גילדן
Garten Eden	גן־עדן
